employee_id,age,gender,department,remote_days,tenure_years,manager,training_group,leadership_1,leadership_2,leadership_3,leadership_4_reverse,engagement_1,engagement_2,engagement_3,engagement_4_reverse,role_clarity_1,role_clarity_2,role_clarity_3,role_clarity_4,workload,organizational_support,job_satisfaction,performance,burnout,turnover_intention
E000142,49,Woman,Finance,3,5.4,No,Training,4.0,2.0,3.0,5.0,3.0,5.0,4.0,1.0,4.0,2.0,3.0,4.0,4.77,3.6,2.78,46.2,40.7,4.59
E000143,44,Man,Marketing,2,4.8,No,Training,3.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,4.6,5.03,4.2,69.4,42.8,5.61
E000144,32,Man,Operations,2,4.2,Yes,Control,1.0,,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,2.0,4.0,4.05,4.04,3.21,41.6,49.2,3.45
E000145,25,Woman,Operations,2,8.8,Yes,Control,5.0,4.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,3.7,3.46,4.24,68.5,42.8,4.23
E000146,40,Man,Operations,3,4.8,No,Training,4.0,4.0,5.0,,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.06,4.56,4.48,52.2,47.5,3.28
E000147,35,Man,Marketing,2,3.3,No,Training,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.97,4.39,3.44,49.2,49.9,4.61
E000148,51,Woman,HR,2,9.0,No,Control,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,3.69,4.09,4.86,54.7,36.6,3.49
E000149,33,Man,Marketing,3,7.0,No,Training,5.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,3.0,5.0,3.57,4.51,5.46,64.0,44.8,2.59
E000150,28,Man,Marketing,3,6.1,No,Training,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,3.86,3.75,5.07,48.3,45.4,4.61
E000151,28,Woman,Operations,4,3.5,No,Training,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,3.52,3.54,4.33,76.6,36.5,4.28
E000152,27,Woman,Technology,3,5.3,Yes,Control,5.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,6.74,3.92,,46.2,54.9,4.85
E000153,41,Man,Technology,1,2.9,Yes,Training,2.0,4.0,3.0,,4.0,2.0,3.0,3.0,3.0,,2.0,2.0,4.43,3.65,2.66,54.9,51.2,4.82
E000154,41,Woman,HR,3,16.9,No,Training,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.68,3.34,1.63,51.6,54.4,6.38
E000155,40,Woman,Operations,1,3.9,Yes,Control,2.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,3.42,3.07,3.45,41.8,30.2,4.22
E000156,39,Woman,Operations,0,7.8,No,Control,2.0,3.0,2.0,5.0,3.0,3.0,,2.0,3.0,3.0,2.0,2.0,4.06,4.54,3.57,50.1,46.4,3.99
E000157,36,Woman,Operations,4,0.6,No,Control,1.0,1.0,1.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,4.38,5.09,3.33,39.8,39.0,4.86
E000158,33,Man,Finance,2,3.6,No,Training,2.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0,4.39,4.6,4.74,67.5,36.0,2.4
E000159,48,Man,Finance,3,8.1,No,Training,4.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.5,5.08,3.11,37.6,30.3,3.63
E000160,43,Man,Finance,2,1.1,No,Training,2.0,1.0,3.0,5.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0,4.41,3.6,2.83,58.3,50.5,5.2
E000161,37,Woman,Operations,3,6.5,No,Control,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.42,4.88,5.72,48.9,39.2,2.9
E000162,39,Woman,Technology,0,5.3,Yes,Training,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,3.5,4.75,5.27,51.5,55.9,2.48
E000163,46,Woman,Finance,5,1.6,No,Control,4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,4.69,4.12,4.61,52.2,52.6,4.08
E000164,48,Man,HR,3,5.4,Yes,Training,1.0,4.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,3.0,4.81,3.78,2.41,52.9,55.5,5.39
E000165,37,Woman,Marketing,4,4.5,No,Control,4.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,3.27,3.1,4.04,47.4,36.1,2.87
E000166,41,Man,HR,1,7.2,No,Control,1.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.79,3.6,3.85,55.3,34.2,3.5
E000167,36,Man,Marketing,5,9.5,Yes,Training,4.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.61,4.94,4.14,51.1,51.2,4.53
E000168,30,Woman,Marketing,2,13.8,Yes,Training,2.0,2.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,6.12,3.78,3.85,58.9,58.0,4.15
E000169,39,Man,Operations,3,2.0,No,Control,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,5.03,3.28,3.53,40.7,56.7,4.33
E000170,41,Man,Operations,2,7.1,Yes,Training,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,2.0,3.0,3.32,2.89,4.58,55.0,43.7,4.76
E000171,40,Man,Finance,2,6.4,No,Training,5.0,5.0,5.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,4.34,5.19,4.99,59.9,30.0,2.52
E000172,27,Man,HR,3,7.1,No,Training,4.0,4.0,5.0,1.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,6.33,3.18,2.65,44.4,59.5,4.89
E000173,50,Woman,Technology,4,7.9,No,Training,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.63,3.58,57.9,32.5,5.29
E000174,41,Woman,Technology,0,1.7,No,Training,5.0,,4.0,1.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,3.45,5.79,6.07,72.3,31.9,1.94
E000175,50,Woman,HR,2,3.8,No,Training,1.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,2.95,1.0,3.24,59.3,46.0,4.87
E000176,50,Woman,HR,2,1.3,No,Control,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.93,4.07,2.59,50.9,48.4,5.27
E000177,41,Man,Technology,3,7.7,No,Control,5.0,3.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,3.82,2.93,4.7,56.9,42.2,3.31
E000178,30,Woman,Operations,3,10.3,No,Control,1.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,2.53,3.63,4.08,60.4,42.6,3.23
E000179,36,Man,HR,2,19.1,No,Control,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,3.0,5.0,5.56,5.24,6.36,51.8,55.0,1.69
E000180,40,Man,Operations,2,6.7,No,Control,1.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5.52,2.09,1.82,43.6,58.4,5.37
E000181,46,Man,HR,2,3.2,No,Control,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.09,3.52,2.82,48.8,30.4,2.53
E000182,36,Man,Technology,2,1.5,No,Control,4.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,5.09,5.63,5.23,56.8,42.3,2.53
E000183,36,Man,Finance,2,3.4,No,Control,3.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,3.06,3.6,4.75,54.0,56.0,4.34
E000184,38,Man,Operations,1,2.3,No,Training,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.84,4.66,4.49,66.2,33.8,4.86
E000185,33,Woman,Technology,4,2.1,No,Control,4.0,4.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,3.0,4.0,2.0,2.46,7.0,5.97,59.5,37.7,2.56
E000186,39,Woman,Operations,3,3.5,Yes,Training,2.0,,1.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,5.5,3.29,3.0,44.3,61.2,3.09
E000187,32,Man,Marketing,2,6.8,Yes,Training,5.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,3.47,5.29,6.49,71.0,39.1,2.12
E000188,24,Man,Technology,0,3.2,Yes,Control,5.0,4.0,3.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0,4.0,3.0,2.66,5.31,5.07,68.0,42.2,1.34
E000189,22,Man,Marketing,1,1.9,No,Training,3.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,3.76,3.82,4.07,56.9,44.3,3.13
E000190,32,Woman,Operations,4,3.3,No,Control,4.0,5.0,3.0,5.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,5.68,4.26,3.03,43.2,48.4,5.73
E000191,34,Man,Marketing,4,3.5,Yes,Control,3.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.8,5.51,3.77,63.3,35.1,2.92
E000192,30,Man,Marketing,2,8.6,No,Training,2.0,2.0,1.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,3.01,2.48,3.63,64.1,39.2,5.39
E000193,36,Woman,HR,3,4.5,No,Control,4.0,3.0,5.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,4.36,4.15,3.0,57.3,51.1,5.8
E000194,33,Man,Operations,3,4.0,No,Training,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,4.89,4.11,3.05,40.7,38.7,5.19
E000195,23,Woman,Marketing,1,2.7,No,Training,5.0,5.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,3.0,4.58,4.92,4.16,46.5,48.7,2.61
E000196,29,Man,Operations,0,7.9,No,Training,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.66,4.12,3.38,45.3,61.4,4.81
E000197,47,Man,HR,2,8.3,Yes,Training,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.47,5.06,4.1,55.9,43.3,4.75
E000198,46,Man,Marketing,4,1.0,No,Control,5.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,4.35,5.51,4.06,61.3,36.7,3.37
E000199,44,Woman,Marketing,2,0.2,No,Control,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.68,2.51,4.27,50.8,45.8,4.58
E000200,44,Woman,Technology,3,5.6,No,Training,3.0,2.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.9,3.53,3.63,52.0,44.4,4.8
E000201,32,Man,Technology,1,12.3,No,Control,3.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,2.19,2.86,4.52,60.6,31.2,3.35
E000202,41,Woman,Technology,4,1.3,Yes,Control,4.0,5.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,5.0,4.62,3.43,4.41,58.6,42.3,2.58
E000203,40,Man,HR,3,4.1,Yes,Training,2.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,3.2,2.55,4.3,54.5,37.5,4.48
E000204,44,Woman,Finance,1,5.6,No,Training,3.0,1.0,2.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,4.16,3.37,4.05,55.1,36.7,4.18
E000205,32,Man,Marketing,2,2.4,No,Training,5.0,5.0,5.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,3.3,4.11,3.56,58.5,47.4,4.03
E000206,37,Woman,Operations,4,4.8,Yes,Control,2.0,1.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.3,4.53,4.17,,38.9,4.36
E000207,35,Man,Finance,3,0.7,Yes,Control,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,6.4,3.72,1.83,25.0,62.0,7.0
E000208,40,Man,Operations,0,3.1,No,Control,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,3.96,4.29,3.75,62.8,42.0,4.28
E000209,36,Man,Finance,5,2.6,No,Control,5.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.92,4.26,3.05,,40.9,4.31
E000210,36,Man,HR,4,6.1,Yes,Control,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.41,4.14,3.88,58.6,51.2,4.77
E000211,51,Woman,Technology,2,4.0,No,Control,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.51,3.49,4.34,69.1,64.7,4.95
E000212,32,Man,Finance,0,4.2,No,Training,3.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,3.66,3.72,4.62,67.5,33.1,2.74
E000213,37,Man,Operations,0,3.4,No,Training,4.0,5.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.67,3.77,2.68,47.6,62.0,5.0
E000214,29,Non-binary / prefer not to say,Finance,2,5.5,No,Training,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.58,6.05,5.36,66.2,28.9,5.6
E000215,30,Woman,HR,2,3.9,No,Control,1.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,4.08,4.26,4.34,45.5,33.3,2.85
E000216,41,Man,Finance,3,2.0,No,Training,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,6.53,4.3,3.51,46.8,67.0,5.28
E000217,34,Man,Marketing,4,5.3,No,Control,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,4.0,4.0,3.08,5.31,4.5,52.8,37.0,2.26
E000218,33,Woman,Technology,2,4.8,Yes,Training,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.44,3.91,2.76,50.5,39.9,5.52
E000219,29,Man,Marketing,5,2.9,Yes,Control,4.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,4.23,5.26,4.03,62.1,51.5,3.63
E000220,46,Woman,Technology,3,8.1,No,Training,4.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.99,5.15,4.79,61.1,38.0,3.09
E000221,37,Woman,Finance,2,4.1,Yes,Control,3.0,2.0,2.0,3.0,1.0,2.0,2.0,,2.0,1.0,2.0,4.0,3.7,2.62,2.25,45.0,37.3,4.88
E000222,30,Man,HR,4,6.3,No,Control,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.33,4.5,3.92,,40.8,4.11
E000223,40,Woman,Technology,3,6.6,No,Training,4.0,5.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,3.31,6.13,5.43,65.2,40.8,4.09
E000224,41,Man,Technology,2,4.7,Yes,Training,2.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.86,3.53,2.73,57.3,47.2,3.71
E000225,52,Woman,Technology,3,2.8,Yes,Control,2.0,3.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,5.34,3.96,4.34,37.8,46.7,3.67
E000226,44,Man,HR,5,2.4,No,Training,1.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,3.0,3.76,2.72,2.67,41.6,59.1,5.84
E000227,31,Woman,Operations,4,1.3,No,Training,3.0,3.0,4.0,1.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.95,3.95,4.6,61.5,36.1,3.42
E000228,29,Woman,Finance,0,6.4,Yes,Control,3.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,4.0,4.44,4.42,3.34,38.9,37.4,2.72
E000229,37,Man,HR,2,1.3,Yes,Training,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,4.76,5.46,2.4,35.7,43.0,4.91
E000230,24,Woman,Finance,4,0.5,No,Control,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,3.22,3.23,3.65,42.7,26.1,3.12
E000231,49,Woman,Technology,1,6.4,Yes,Training,2.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.17,3.97,5.96,56.8,28.0,2.97
E000232,26,Man,Technology,2,12.9,Yes,Control,3.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,4.79,4.03,4.19,59.7,57.9,4.18
E000233,36,Woman,Finance,3,5.8,Yes,Training,5.0,5.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,3.29,3.7,4.18,56.9,45.6,4.17
E000234,22,Woman,Marketing,0,1.5,Yes,Training,1.0,1.0,1.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,3.0,3.24,3.31,2.69,58.6,48.4,4.22
E000235,35,Man,Operations,4,5.5,No,Training,2.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,2.03,4.31,4.31,69.4,37.2,2.86
E000236,22,Woman,Operations,4,3.7,No,Training,4.0,3.0,2.0,3.0,5.0,5.0,5.0,1.0,2.0,5.0,4.0,4.0,4.76,4.36,3.9,52.8,50.3,4.22
E000237,41,Woman,Finance,5,1.7,No,Training,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.68,3.26,3.98,53.9,42.3,4.06
E000238,60,Woman,Operations,3,3.6,No,Training,3.0,,2.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,3.36,4.98,4.8,55.7,26.8,3.13
E000239,44,Woman,Operations,2,6.0,No,Training,3.0,,3.0,2.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,3.24,5.12,5.0,57.3,37.3,1.95
E000240,25,Man,Technology,4,5.0,No,Training,2.0,,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.82,3.73,4.88,55.6,38.0,3.06
E000241,22,Man,Operations,3,5.0,Yes,Training,3.0,4.0,5.0,2.0,3.0,5.0,,1.0,5.0,4.0,3.0,3.0,2.35,4.33,6.17,63.3,41.8,2.8
E000242,38,Man,Technology,2,2.8,Yes,Training,5.0,4.0,5.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,5.08,5.75,5.03,49.4,42.2,2.39
E000243,32,Woman,Finance,2,6.7,No,Control,2.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,2.62,3.06,3.9,47.7,33.1,4.84
E000244,26,Man,Operations,4,2.2,No,Control,5.0,5.0,5.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,5.42,3.94,3.74,49.4,54.4,4.19
E000245,40,Man,HR,4,4.2,No,Control,4.0,3.0,2.0,4.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,5.57,3.03,1.9,32.7,61.3,4.91
E000246,36,Woman,Finance,2,1.8,No,Training,2.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.36,2.76,3.01,50.2,37.7,4.55
E000247,34,Man,Operations,3,2.6,No,Training,5.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.54,5.18,4.94,36.6,49.8,2.92
E000248,27,Man,Marketing,0,1.8,No,Training,3.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,3.42,3.67,4.23,45.6,38.1,2.62
E000249,31,Man,Technology,3,7.3,Yes,Training,4.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,4.0,2.0,4.0,4.92,3.93,4.62,72.9,56.6,4.86
E000250,31,Man,Operations,3,17.1,No,Control,4.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.7,3.33,5.17,48.7,41.7,3.34
E000251,41,Woman,Technology,2,9.7,No,Control,2.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.16,2.47,4.62,57.2,23.5,4.35
E000252,29,Man,Operations,2,6.6,No,Control,2.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,3.94,3.58,2.88,55.4,47.3,4.99
E000253,34,Woman,Operations,0,6.2,No,Control,2.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.89,3.39,4.36,51.0,66.3,4.12
E000254,48,Man,Technology,5,5.0,No,Training,1.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.08,2.85,3.94,49.5,39.6,3.03
E000255,44,Man,Operations,3,18.5,No,Control,4.0,5.0,5.0,1.0,5.0,5.0,,1.0,5.0,5.0,5.0,5.0,5.07,3.56,4.13,68.2,52.2,3.67
E000256,30,Woman,HR,3,1.7,Yes,Training,4.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.25,3.18,4.13,48.5,48.4,4.96
E000257,25,Man,Finance,2,10.7,Yes,Training,5.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,4.0,5.37,5.55,4.12,55.8,35.4,2.18
E000258,26,Woman,Operations,4,24.4,No,Training,2.0,4.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.7,5.02,4.82,52.5,33.7,1.96
E000259,43,Man,Technology,4,7.2,Yes,Control,5.0,5.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,3.0,3.0,3.0,5.11,3.88,4.29,58.3,53.4,3.3
E000260,33,Woman,Marketing,1,0.8,No,Training,4.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.52,4.05,3.34,59.3,47.2,3.52
E000261,31,Woman,Finance,3,12.7,No,Training,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.97,4.69,4.53,55.1,42.8,3.26
E000262,37,Woman,Operations,3,7.2,No,Training,2.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.84,3.02,2.57,37.2,60.3,4.59
E000263,30,Woman,Technology,0,1.8,No,Training,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,6.03,2.66,4.06,51.7,77.1,7.0
E000264,52,Woman,HR,1,9.7,Yes,Control,5.0,4.0,5.0,1.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.51,4.46,3.83,56.9,56.9,4.57
E000265,50,Man,Operations,2,6.5,No,Control,2.0,1.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.55,3.37,3.95,40.5,35.5,5.16
E000266,51,Woman,Finance,3,4.8,No,Control,4.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,5.0,4.27,4.69,4.38,63.2,46.9,3.79
E000267,57,Woman,Marketing,3,2.5,Yes,Control,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,3.0,3.53,3.23,2.61,47.7,38.3,4.67
E000268,41,Woman,Marketing,2,4.0,No,Control,3.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,2.36,2.86,3.78,51.5,32.5,3.05
E000269,45,Man,Marketing,3,2.4,No,Control,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,3.0,2.0,2.0,3.06,4.12,5.11,62.8,29.9,3.22
E000270,41,Woman,Operations,2,2.0,No,Training,1.0,1.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,4.56,1.82,3.98,53.7,57.9,4.38
E000271,40,Woman,Operations,4,3.8,No,Control,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.42,3.56,3.1,51.6,47.0,4.92
E000272,33,Man,Marketing,2,0.4,No,Control,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,2.47,5.64,4.39,54.8,33.4,4.46
E000273,42,Man,Operations,0,5.2,No,Training,1.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,3.41,3.95,2.99,35.6,33.9,4.37
E000274,45,Woman,Technology,1,11.9,Yes,Control,1.0,1.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.51,3.03,2.8,48.1,43.8,4.92
E000275,43,Man,Operations,2,2.2,No,Training,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.18,3.66,5.76,59.7,29.6,3.24
E000276,52,Woman,HR,0,2.9,No,Training,3.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,4.0,5.29,3.22,2.65,54.7,59.0,5.96
E000277,49,Woman,Operations,3,5.9,No,Control,3.0,1.0,2.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.4,3.66,4.38,62.0,49.3,4.93
E000278,23,Woman,Finance,2,5.4,No,Control,3.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,5.98,4.51,2.55,40.4,52.7,5.03
E000279,25,Non-binary / prefer not to say,Operations,0,3.6,No,Training,3.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.44,4.18,3.83,56.9,45.9,4.72
E000280,34,Woman,Marketing,2,1.8,No,Control,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.1,3.9,4.28,51.7,49.8,4.61
E000281,50,Woman,Technology,5,2.0,No,Control,5.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,3.0,3.47,5.24,5.53,67.5,39.0,3.66
E000282,38,Woman,HR,3,3.2,No,Training,2.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,5.59,3.01,3.07,55.5,62.6,5.15
E000283,44,Man,Technology,1,3.0,Yes,Training,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,3.09,3.7,6.85,72.5,27.9,2.5
E000284,30,Man,Operations,0,6.4,No,Control,5.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,3.29,5.12,3.49,49.1,35.4,5.31
