employee_id,age,gender,department,remote_days,tenure_years,manager,training_group,leadership_1,leadership_2,leadership_3,leadership_4_reverse,engagement_1,engagement_2,engagement_3,engagement_4_reverse,role_clarity_1,role_clarity_2,role_clarity_3,role_clarity_4,workload,organizational_support,job_satisfaction,performance,burnout,turnover_intention
E010141,46,Woman,Operations,2,8.1,No,Control,5.0,4.0,4.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,5.24,4.88,5.61,48.0,47.9,3.7
E010142,28,Man,Operations,4,11.7,No,Training,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.4,2.24,2.33,48.0,45.5,5.33
E010143,43,Man,HR,3,1.5,No,Control,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,2.51,5.02,4.1,49.2,40.9,3.83
E010144,59,Man,Marketing,1,3.1,No,Training,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.19,2.95,3.14,52.3,49.3,4.28
E010145,49,Woman,Finance,3,3.7,Yes,Training,2.0,2.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,1.16,4.66,4.25,57.5,22.7,3.61
E010146,32,Man,Marketing,2,16.2,No,Control,5.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,5.0,3.31,4.73,5.1,64.1,49.7,4.31
E010147,49,Man,Finance,4,4.0,Yes,Control,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,4.11,3.43,4.44,60.6,43.7,3.73
E010148,35,Man,Marketing,5,7.8,No,Control,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.26,3.37,2.45,57.2,45.4,4.99
E010149,49,Woman,Finance,2,5.8,No,Control,2.0,2.0,3.0,3.0,4.0,5.0,,2.0,3.0,4.0,2.0,3.0,3.65,4.72,4.71,52.8,40.1,3.21
E010150,49,Man,Operations,1,15.1,Yes,Training,2.0,2.0,4.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,4.0,3.49,3.57,5.97,57.3,40.5,1.57
E010151,32,Man,Operations,4,7.4,Yes,Control,1.0,1.0,1.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.24,5.02,5.01,45.0,28.7,2.06
E010152,27,Man,Operations,3,1.5,Yes,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,4.2,3.43,3.41,40.1,52.0,4.43
E010153,32,Man,Operations,3,0.5,No,Training,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,3.66,3.86,3.05,53.9,54.4,4.68
E010154,51,Man,Operations,4,7.9,No,Training,5.0,4.0,5.0,1.0,3.0,2.0,2.0,,5.0,5.0,5.0,5.0,4.48,6.11,5.26,57.7,47.9,2.71
E010155,27,Man,Marketing,0,1.9,No,Training,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,4.79,4.77,3.92,44.6,45.4,3.82
E010156,36,Man,Technology,0,13.7,Yes,Training,4.0,2.0,3.0,3.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,2.0,2.51,3.76,5.04,66.5,28.6,2.42
E010157,42,Man,Marketing,2,6.3,No,Training,1.0,2.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.29,3.45,3.71,45.2,44.8,4.2
E010158,24,Woman,Operations,2,7.4,No,Control,5.0,5.0,4.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,5.0,5.83,6.21,3.96,50.7,26.5,3.3
E010159,39,Man,Technology,3,7.0,No,Training,5.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,5.65,4.55,3.88,44.3,47.4,3.91
E010160,47,Woman,Marketing,2,7.8,No,Control,3.0,5.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,3.05,3.11,6.09,58.7,50.2,3.83
E010161,44,Man,Finance,1,4.3,No,Training,4.0,3.0,4.0,2.0,5.0,4.0,5.0,1.0,2.0,1.0,4.0,3.0,3.77,3.85,3.44,58.8,34.7,3.43
E010162,26,Woman,Operations,2,3.1,No,Control,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.75,4.3,3.49,56.9,32.4,3.63
E010163,40,Man,Operations,2,2.9,Yes,Control,5.0,3.0,5.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,4.61,3.5,5.63,48.6,49.5,4.18
E010164,23,Man,Operations,4,8.7,No,Training,3.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,5.49,3.63,3.64,57.6,54.5,4.34
E010165,30,Woman,Operations,0,6.9,No,Training,5.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,2.49,4.17,5.7,86.4,32.5,3.11
E010166,44,Man,Technology,2,7.1,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,3.68,2.78,2.77,40.2,34.8,5.17
E010167,55,Man,Technology,4,2.6,No,Training,3.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,3.0,4.0,3.0,1.7,4.53,56.9,48.3,4.23
E010168,24,Woman,Technology,2,5.1,Yes,Training,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,4.04,3.88,3.52,48.5,49.0,5.02
E010169,25,Man,Technology,3,1.4,Yes,Training,5.0,4.0,5.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,3.0,1.0,5.15,4.8,3.58,45.7,55.7,5.03
E010170,38,Man,Technology,2,2.0,No,Training,3.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,2.51,4.37,4.51,48.2,32.6,3.32
E010171,28,Woman,Operations,4,5.1,No,Control,3.0,3.0,5.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.73,4.52,4.76,74.7,42.7,4.07
E010172,22,Woman,Operations,0,1.0,Yes,Control,2.0,2.0,2.0,3.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,5.0,2.18,4.27,5.51,56.2,36.7,3.3
E010173,50,Man,Marketing,3,1.4,No,Training,2.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.39,4.48,3.75,46.7,41.3,5.19
E010174,50,Man,Technology,1,1.0,Yes,Control,5.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0,5.16,4.09,2.67,61.4,58.5,5.21
E010175,45,Man,Marketing,0,3.7,No,Control,5.0,5.0,4.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.67,6.19,5.01,63.6,22.5,4.01
E010176,32,Woman,Marketing,2,6.2,Yes,Training,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,2.51,5.48,6.45,65.5,27.6,1.0
E010177,51,Woman,Technology,3,7.4,No,Control,5.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,3.08,5.06,4.87,54.8,31.6,3.2
E010178,55,Woman,Operations,2,1.5,No,Control,5.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.5,4.98,3.34,54.2,41.1,4.41
E010179,25,Man,Technology,0,3.8,No,Training,5.0,4.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,5.0,4.0,4.0,4.16,5.29,4.26,65.9,40.4,4.29
E010180,28,Man,Finance,2,11.4,No,Training,2.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.76,4.15,2.02,41.5,38.7,3.94
E010181,22,Non-binary / prefer not to say,Technology,2,4.1,No,Training,4.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.79,3.74,3.14,44.1,55.7,5.56
E010182,41,Man,Marketing,5,1.2,Yes,Training,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.73,4.32,2.89,58.9,41.2,4.08
E010183,28,Man,Operations,4,11.2,No,Training,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.28,4.95,4.66,62.0,28.4,3.06
E010184,22,Man,Finance,2,2.3,No,Training,1.0,1.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.88,3.81,3.24,50.4,37.3,4.57
E010185,33,Woman,Marketing,4,3.0,No,Training,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,3.9,4.61,4.6,61.4,44.4,4.69
E010186,39,Woman,Technology,5,2.8,No,Training,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.74,2.02,,51.6,53.0,5.6
E010187,34,Man,Marketing,5,4.5,No,Control,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.44,2.93,4.6,,47.7,4.35
E010188,38,Man,Technology,2,9.2,No,Control,5.0,3.0,5.0,,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,5.5,4.27,2.95,72.6,50.0,3.62
E010189,24,Man,Marketing,3,3.3,Yes,Training,4.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,3.23,3.54,4.74,64.0,41.1,3.57
E010190,29,Woman,Operations,2,18.5,No,Control,4.0,1.0,1.0,5.0,3.0,2.0,1.0,5.0,4.0,4.0,5.0,4.0,4.66,3.45,1.0,42.8,44.2,6.65
E010191,40,Man,Marketing,4,8.8,No,Training,3.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,3.03,2.97,4.45,51.5,27.0,3.96
E010192,34,Woman,Operations,3,2.2,Yes,Training,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,3.94,3.85,3.87,65.3,41.8,4.7
E010193,36,Woman,Operations,1,14.7,No,Training,2.0,1.0,1.0,5.0,2.0,1.0,,4.0,1.0,3.0,2.0,2.0,3.65,4.67,3.63,52.9,41.0,3.54
E010194,41,Woman,Technology,5,4.2,No,Training,5.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,1.8,4.98,4.87,58.9,37.4,4.24
E010195,33,Man,Technology,5,5.4,No,Control,3.0,3.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,4.11,4.25,2.99,62.2,55.0,4.58
E010196,36,Woman,Marketing,3,2.1,No,Control,4.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.83,4.61,,62.1,37.9,3.33
E010197,51,Man,Marketing,4,4.5,No,Control,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.72,4.92,5.29,,52.0,3.52
E010198,23,Man,Finance,3,8.4,No,Training,3.0,4.0,2.0,,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.51,3.52,3.29,54.1,31.7,5.36
E010199,39,Man,Finance,2,1.8,No,Training,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,3.97,5.32,5.31,64.2,26.4,1.62
E010200,40,Man,Technology,4,6.5,Yes,Training,1.0,3.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,5.31,2.77,1.0,45.3,64.0,6.09
E010201,43,Man,Technology,3,2.9,No,Training,4.0,5.0,5.0,1.0,5.0,4.0,4.0,1.0,3.0,2.0,3.0,1.0,5.95,3.98,4.69,63.2,62.7,3.8
E010202,54,Man,Operations,1,2.3,No,Training,3.0,1.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,5.7,3.39,2.99,60.8,59.3,4.94
E010203,52,Woman,Operations,3,7.3,No,Control,4.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,3.57,4.23,1.24,38.5,42.2,4.74
E010204,44,Man,Finance,3,2.8,No,Control,3.0,4.0,4.0,,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,5.03,3.69,4.0,61.3,50.5,3.55
E010205,22,Man,Operations,2,7.7,No,Training,2.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,4.8,4.3,3.18,57.0,43.4,4.59
E010206,39,Woman,Finance,2,4.1,Yes,Control,2.0,5.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.21,5.53,5.08,42.4,36.4,3.74
E010207,27,Woman,Finance,2,4.9,Yes,Training,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,4.18,3.24,3.68,52.3,63.4,3.38
E010208,37,Man,HR,2,2.6,Yes,Control,4.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,2.73,4.34,3.64,72.4,33.4,4.8
E010209,39,Man,Finance,2,1.1,Yes,Control,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.43,3.23,4.27,37.3,38.5,2.77
E010210,29,Woman,Technology,2,2.6,No,Training,5.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,4.14,3.53,4.18,38.2,52.8,4.28
E010211,36,Woman,Operations,2,5.3,No,Control,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,4.52,3.22,4.06,60.0,56.7,3.87
E010212,48,Woman,Operations,5,7.6,Yes,Control,4.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0,4.84,4.98,3.71,64.2,39.0,2.76
E010213,38,Woman,Finance,3,3.4,No,Control,3.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,4.06,3.6,3.38,60.5,49.4,5.25
E010214,30,Man,Marketing,3,4.3,No,Control,4.0,3.0,5.0,4.0,5.0,3.0,4.0,,3.0,3.0,5.0,2.0,3.16,2.37,3.89,58.2,39.4,3.75
E010215,25,Woman,Marketing,4,3.1,No,Training,4.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,5.0,5.0,2.75,4.84,5.61,,40.6,2.87
E010216,23,Woman,Marketing,0,0.5,Yes,Control,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.7,3.74,3.29,46.1,43.6,4.91
E010217,32,Man,Operations,2,4.8,No,Control,3.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,5.65,5.27,3.13,34.7,55.9,5.66
E010218,40,Man,HR,1,8.1,Yes,Control,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.56,3.4,3.67,46.5,48.3,3.85
E010219,33,Woman,Technology,4,0.5,No,Training,1.0,4.0,3.0,5.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,3.28,3.44,3.79,43.5,38.2,4.18
E010220,28,Non-binary / prefer not to say,Marketing,3,5.4,No,Control,1.0,2.0,1.0,5.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,4.0,2.53,2.55,4.05,42.5,48.5,5.49
E010221,60,Woman,Operations,0,2.8,No,Training,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.2,3.35,3.1,59.3,52.1,4.29
E010222,22,Man,Finance,3,3.1,No,Control,1.0,2.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.8,5.69,3.01,41.8,30.2,5.1
E010223,42,Man,Technology,2,1.5,No,Training,4.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,5.21,5.17,3.38,50.8,33.7,4.27
E010224,44,Man,Operations,2,7.1,No,Training,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,4.97,4.64,2.91,37.5,61.6,4.54
E010225,29,Man,Marketing,3,6.4,No,Training,2.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,1.0,3.33,5.53,5.0,56.6,39.5,1.9
E010226,50,Woman,Operations,1,3.3,No,Training,1.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,3.58,3.01,3.41,53.8,50.5,3.2
E010227,26,Woman,Operations,3,5.3,No,Training,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.59,2.99,3.37,57.6,50.6,5.22
E010228,48,Woman,HR,1,11.1,No,Training,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,6.13,2.93,2.39,47.4,61.1,5.17
E010229,45,Man,Operations,5,1.9,Yes,Training,3.0,3.0,1.0,5.0,1.0,2.0,3.0,5.0,2.0,1.0,5.0,2.0,3.49,3.56,3.45,44.6,44.9,5.08
E010230,38,Man,Technology,4,4.8,No,Control,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.57,3.83,3.73,46.8,37.5,3.6
E010231,36,Woman,Operations,5,1.3,No,Training,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.62,3.65,3.29,56.8,49.2,5.33
E010232,33,Man,HR,3,6.2,No,Control,2.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.47,3.57,5.23,59.7,46.4,3.55
E010233,47,Woman,Operations,5,4.4,Yes,Control,2.0,3.0,2.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.96,2.73,3.94,44.5,51.5,4.35
E010234,32,Man,HR,4,5.2,No,Training,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,2.63,5.18,5.86,67.8,28.3,2.75
E010235,60,Man,Technology,4,8.9,Yes,Training,2.0,1.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,6.15,3.89,3.03,57.0,52.7,4.74
E010236,47,Woman,Finance,3,4.8,No,Control,5.0,5.0,4.0,3.0,4.0,5.0,3.0,,4.0,3.0,5.0,2.0,4.12,4.96,4.05,43.9,35.4,4.62
E010237,45,Man,Finance,4,7.9,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,4.46,2.7,1.92,46.4,48.3,4.35
E010238,40,Man,Technology,3,6.5,No,Training,4.0,4.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,3.34,3.52,5.19,58.2,48.2,2.82
E010239,47,Woman,Operations,3,7.4,No,Control,1.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.68,3.06,5.03,42.6,56.3,3.29
E010240,36,Man,Technology,3,7.6,No,Control,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.43,4.42,3.69,49.2,43.9,4.8
E010241,40,Man,HR,3,1.3,No,Control,2.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,2.99,3.49,6.11,58.9,37.3,1.85
E010242,58,Man,Operations,2,9.2,No,Control,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,4.23,4.55,3.78,55.4,40.7,2.92
E010243,31,Woman,Finance,3,1.6,Yes,Control,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,4.89,4.83,4.99,47.2,43.9,2.72
E010244,29,Woman,Operations,1,1.8,No,Control,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,5.0,2.0,5.0,6.61,2.61,2.49,36.4,69.0,6.03
E010245,47,Woman,Marketing,2,1.8,No,Training,3.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,5.59,3.1,3.29,62.1,62.2,5.49
E010246,44,Man,HR,3,8.9,No,Control,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.89,3.07,3.87,61.7,51.8,3.86
E010247,37,Woman,Operations,2,2.9,No,Control,4.0,,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.11,3.44,4.37,55.8,55.0,3.69
E010248,36,Woman,Technology,0,2.1,Yes,Control,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,4.0,4.87,4.48,3.11,49.2,45.0,4.71
E010249,30,Woman,Technology,3,3.3,Yes,Training,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,6.01,3.74,4.1,59.5,61.4,4.07
E010250,42,Man,Operations,2,12.6,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.33,3.17,2.29,41.1,50.8,4.84
E010251,39,Non-binary / prefer not to say,Technology,1,6.9,No,Training,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,4.42,4.85,3.15,50.3,37.3,3.87
E010252,40,Woman,Technology,5,6.3,Yes,Training,1.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.88,2.21,3.17,52.1,77.2,4.82
E010253,56,Man,Technology,3,16.2,No,Training,1.0,2.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.03,2.78,4.1,52.4,48.5,3.31
E010254,36,Woman,Finance,4,2.6,No,Control,1.0,1.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.52,4.55,2.85,43.0,42.6,4.51
E010255,54,Woman,Technology,0,5.6,No,Training,1.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,2.0,1.0,3.69,2.42,4.67,58.2,37.2,3.0
E010256,43,Man,Technology,3,10.7,No,Control,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,3.0,3.44,3.92,4.96,70.2,51.2,3.37
E010257,45,Woman,Technology,5,11.1,No,Control,2.0,2.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.6,4.1,3.99,52.4,42.9,3.76
E010258,40,Woman,Technology,2,8.5,No,Training,3.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,2.6,3.81,3.33,55.9,36.8,3.61
E010259,33,Woman,Operations,0,9.9,Yes,Training,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,4.21,2.72,3.66,41.9,53.3,5.86
E010260,24,Man,Finance,5,5.2,No,Control,3.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,3.45,5.52,4.8,66.9,23.8,2.57
E010261,44,Woman,Marketing,1,4.4,No,Training,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.75,5.48,4.14,49.7,46.0,3.8
E010262,35,Woman,Technology,0,5.2,No,Control,2.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,3.0,3.85,2.69,3.82,57.8,49.6,4.2
E010263,58,Woman,Finance,1,8.7,No,Training,1.0,1.0,1.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,3.82,1.91,3.53,33.3,50.0,4.21
E010264,48,Man,Operations,1,1.5,No,Control,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.23,5.06,4.58,42.1,35.9,2.86
E010265,33,Man,Marketing,0,2.7,No,Control,2.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,3.81,4.5,3.99,54.3,34.0,2.21
E010266,43,Woman,Finance,3,4.8,No,Control,4.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.86,3.88,,69.5,48.0,3.34
E010267,53,Woman,HR,2,9.8,No,Training,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,4.83,4.0,3.25,,44.2,3.08
E010268,46,Woman,Marketing,4,2.7,No,Control,5.0,5.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.74,4.08,3.58,29.7,58.5,3.46
E010269,49,Man,Operations,2,7.7,Yes,Control,4.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.06,4.15,4.94,49.7,44.5,3.58
E010270,27,Man,Operations,3,11.1,No,Control,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.65,3.7,,52.7,49.1,3.58
E010271,24,Man,Operations,3,6.3,Yes,Training,5.0,5.0,4.0,1.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,3.91,6.1,4.75,53.3,32.3,1.85
E010272,44,Woman,Operations,4,2.8,No,Training,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.82,3.38,3.8,47.4,43.6,4.49
E010273,43,Man,Marketing,0,2.7,No,Training,1.0,1.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,3.53,3.51,4.43,53.5,48.1,5.09
E010274,28,Man,Technology,2,4.8,Yes,Training,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.78,4.58,4.88,72.7,45.9,3.55
E010275,36,Woman,Finance,1,2.7,No,Training,4.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,3.62,5.85,4.43,65.5,47.6,3.98
E010276,32,Woman,Technology,2,6.2,No,Training,5.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,1.0,,1.0,1.0,3.85,5.3,4.04,,25.8,4.76
E010277,41,Woman,Technology,1,7.0,No,Control,4.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,3.12,3.1,3.83,64.4,41.9,5.73
E010278,38,Woman,Operations,4,5.4,No,Training,5.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,3.64,4.68,5.25,62.5,30.3,2.69
E010279,22,Man,HR,1,3.0,No,Training,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,4.06,2.17,3.49,50.7,46.3,5.12
E010280,28,Woman,Technology,2,1.1,Yes,Training,3.0,4.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.09,4.52,3.95,55.8,43.6,3.52
E010281,43,Man,Technology,1,10.5,No,Control,1.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,3.75,4.87,3.02,47.9,42.2,2.95
E010282,49,Woman,Technology,2,0.8,Yes,Control,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,5.13,4.7,4.51,53.0,46.0,3.56
E010283,40,Woman,Operations,3,2.6,No,Training,4.0,5.0,4.0,3.0,5.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,1.75,4.64,6.16,57.7,30.3,1.78
